DayofMonth,DayOfWeek,DepTime,CRSDepTime,UniqueCarrier,FlightNum,TailNum,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,ArrDelay
8,2,2113,2105,WN,3585,N230WN,8,SMF,PHX,647,5,6,3
6,7,1151,1135,WN,1231,N484WN,16,RNO,PHX,601,5,7,6
4,5,1439,1430,WN,829,N473WN,9,IND,MDW,162,6,7,6
6,7,1945,1915,WN,1062,N424WN,30,BWI,STL,737,3,9,11
5,6,1546,1535,WN,2383,N425LV,11,BUR,LAS,223,10,11,11
8,2,1325,1310,WN,73,N347SW,15,SMF,LAX,373,4,9,13
8,2,2221,2125,WN,1858,N207WN,56,SJC,LAS,386,4,5,35
4,5,1722,1640,WN,3589,N392SW,42,BOI,GEG,287,3,6,36
6,7,1925,1840,WN,582,N323SW,45,PDX,OAK,543,8,9,36
4,5,1924,1840,WN,582,N384SW,44,PDX,OAK,543,8,7,41
6,7,1825,1640,WN,495,N217JC,105,LAX,LAS,236,6,11,100
5,6,2129,1620,WN,1924,N408WN,309,SFO,LAS,414,4,17,296
6,7,850,850,WN,247,N753SW,0,SDF,MCO,718,7,7,-23
7,1,1613,1615,WN,229,N630WN,-2,BWI,SDF,495,3,8,-19
8,2,1120,1125,WN,3767,N662SW,-5,SAT,PHX,843,4,9,-13
8,2,1846,1845,WN,1585,N437WN,1,SLC,DEN,391,7,10,-11
5,6,1018,1015,WN,413,N442WN,3,RDU,PHX,1891,7,12,-9
8,2,754,755,WN,88,N746SW,-1,ABQ,PHX,328,8,5,-7
7,1,919,920,WN,837,N343SW,-1,MCO,PHL,861,5,13,-6
4,5,1045,1045,WN,241,N728SW,0,TPA,BDL,1111,4,9,-1
7,1,1431,1425,WN,416,N451WN,6,LAX,LAS,236,4,8,-1
7,1,1022,1020,WN,2631,N700GS,2,MDW,MCO,989,7,13,2
3,4,840,830,WN,401,N242WN,10,SLC,MDW,1258,7,17,6
3,4,1004,935,WN,2639,N777QC,29,OAK,GEG,723,4,8,7
6,7,1342,1345,WN,1189,N494WN,-3,SEA,MDW,1733,20,12,11
4,5,630,615,WN,969,N724SW,15,HOU,MDW,937,6,8,12
6,7,1300,1245,WN,132,N513SW,15,MDW,MCI,405,5,12,15
9,3,1226,1205,WN,432,N634SW,21,BWI,ISP,220,3,6,16
5,6,1147,1120,WN,1001,N366SW,27,ELP,AUS,528,3,8,19
5,6,1138,1105,WN,1408,N675AA,33,SMF,PDX,479,4,7,26
5,6,2059,2025,WN,683,N551WN,34,BWI,RDU,255,5,9,29
5,6,1338,1305,WN,2032,N271WN,33,BUR,LAS,223,3,17,33
6,7,2236,2140,WN,943,N641SW,56,SAN,PHX,304,2,14,46
5,6,1452,1310,WN,494,N222WN,102,OAK,DEN,957,5,11,81
4,5,652,655,WN,568,N715SW,-3,SAN,MDW,1728,7,11,-24
8,2,1015,1020,WN,872,N423WN,-5,BWI,MDW,611,4,9,-22
7,1,1834,1835,WN,318,N466WN,-1,SAN,MCI,1333,5,7,-16
8,2,1303,1300,WN,687,N607SW,3,MCO,AUS,993,4,11,-12
8,2,1428,1425,WN,718,N252WN,3,MCO,SDF,718,4,9,-10
4,5,1657,1650,WN,1576,N341SW,7,CLE,BNA,448,4,8,-3
6,7,620,620,WN,2621,N687SW,0,HOU,MCO,848,8,8,-2
7,1,729,730,WN,1486,N640SW,-1,ABQ,LAX,677,8,7,-2
6,7,1848,1845,WN,46,N710SW,3,DAL,LBB,293,3,7,-1
3,4,1218,1210,WN,481,N413WN,8,SEA,OAK,671,4,15,3
7,1,1610,1600,WN,2907,N646SW,10,LAS,DEN,629,5,28,6
8,2,2041,2040,WN,774,N280WN,1,LAS,SJC,386,4,8,8
8,2,1345,1325,WN,588,N480WN,20,HOU,LIT,393,4,7,12
5,6,1317,1235,WN,385,N796SW,42,LAX,BNA,1797,6,6,29
3,4,2056,2000,WN,343,N687SW,56,LAX,SJC,308,5,6,58
7,1,2053,2015,WN,894,N648SW,38,HOU,MDW,937,3,12,65
5,6,1746,1610,WN,2005,N749SW,96,TUS,LAS,365,6,9,93
7,1,701,705,WN,1025,N633SW,-4,PHX,STL,1262,3,7,-23
7,1,1015,1015,WN,1597,N275WN,0,SAN,SFO,447,5,9,-14
8,2,1500,1500,WN,302,N429WN,0,OAK,LAS,407,3,12,-10
4,5,1633,1635,WN,3595,N505SW,-2,AUS,MAF,294,3,9,-9
6,7,1014,1015,WN,3837,N680AA,-1,DAL,SAT,248,3,6,-8
6,7,934,935,WN,3845,N433LV,-1,HOU,STL,687,3,8,-6
8,2,2127,2120,WN,2816,N287WN,7,SAN,LAS,258,5,6,-5
7,1,910,915,WN,2699,N243WN,-5,LAS,BUR,223,4,17,-4
5,6,1831,1835,WN,3408,N770SA,-4,SAT,HOU,192,4,9,-4
8,2,611,610,WN,1765,N770SA,1,OMA,MDW,423,5,8,-1
9,3,1906,1900,WN,2880,N323SW,6,DAL,TUL,237,3,6,2
7,1,824,825,WN,2094,N637SW,-1,STL,TUL,351,3,10,5
8,2,1004,1005,WN,256,N398SW,-1,ONT,OAK,361,5,7,6
7,1,1425,1425,WN,1852,N743SW,0,MDW,DEN,895,9,11,6
7,1,1956,1955,WN,141,N602SW,1,STL,OMA,342,3,12,13
6,7,1700,1640,WN,3589,N301SW,20,BOI,GEG,287,5,7,20
6,7,1715,1630,WN,312,N370SW,45,MHT,PHL,290,16,5,25
7,1,1601,1600,WN,48,N625SW,1,TPA,HOU,781,6,11,-25
7,1,1228,1225,WN,1151,N676SW,3,BNA,MCI,491,4,7,-10
6,7,1236,1235,WN,1322,N678AA,1,SJC,ONT,333,4,7,-9
8,2,1557,1600,WN,3832,N469WN,-3,MDW,OMA,423,4,10,-7
6,7,1202,1200,WN,3149,N205WN,2,BDL,MDW,777,6,8,-7
3,4,2045,2030,WN,349,N759GS,15,PHX,MDW,1444,5,8,-7
6,7,1510,1450,WN,752,N348SW,20,PHX,STL,1262,3,11,-1
8,2,1516,1515,WN,2363,N257WN,1,LAS,SAN,258,2,17,5
9,3,1824,1825,WN,43,N305SW,-1,HOU,CRP,187,3,18,7
6,7,1955,1935,WN,802,N768SW,20,LAS,SAT,1069,4,11,11
3,4,1816,1750,WN,2550,N771SA,26,OAK,BUR,325,2,14,26
4,5,1513,1435,WN,116,N349SW,38,ELP,SAT,496,3,9,31
7,1,1804,1720,WN,1339,N656SW,44,BUR,OAK,325,8,9,43
3,4,1745,1655,WN,1071,N315SW,50,OAK,SEA,671,7,15,65
7,1,820,825,WN,3145,N472WN,-5,MDW,SMF,1790,4,11,-18
5,6,2044,2045,WN,1145,N764SW,-1,MCO,MHT,1142,2,16,-8
3,4,702,700,WN,293,N444WN,2,RNO,SEA,564,5,15,-8
6,7,1155,1200,WN,102,N663SW,-5,OKC,DAL,181,3,7,-8
8,2,1733,1735,WN,725,N242WN,-2,STL,LAS,1372,4,12,-4
8,2,658,700,WN,100,N606SW,-2,IND,MCO,828,6,12,-3
9,3,1116,1115,WN,16,N609SW,1,DAL,TUL,237,4,7,-3
8,2,702,705,WN,2554,N301SW,-3,RNO,LAX,390,8,13,-2
6,7,1523,1520,WN,102,N663SW,3,BHM,BNA,177,4,11,5
4,5,1014,1005,WN,2558,N705SW,9,GEG,PDX,279,2,9,9
7,1,1355,1345,WN,2874,N384SW,10,BUR,SJC,296,3,10,11
7,1,1522,1450,WN,752,N352SW,32,PHX,STL,1262,4,15,19
4,5,1710,1650,WN,1398,N658SW,20,BUR,OAK,325,5,21,25
3,4,2201,2120,WN,998,N369SW,41,PHX,LAS,256,7,6,32
3,4,1813,1720,WN,796,N428WN,53,RNO,PHX,601,5,12,53
6,7,1658,1650,WN,2103,N491WN,8,BWI,PBI,883,4,9,-17
8,2,1722,1720,WN,700,N352SW,2,PHX,LAS,256,3,8,-5
8,2,1014,1000,WN,7,N442WN,14,HOU,BWI,1246,3,8,0
4,5,1306,1300,WN,730,N398SW,6,SEA,MCI,1489,4,17,3
8,2,1609,1605,WN,985,N228WN,4,OAK,RNO,180,4,14,5
8,2,1040,1015,WN,1678,N766SW,25,OAK,SLC,588,4,12,14
4,5,1744,1705,WN,3589,N392SW,39,GEG,SEA,224,3,7,31
8,2,1359,1330,WN,29,N605SW,29,DAL,HOU,239,3,22,62
3,4,2100,1840,WN,2807,N344SW,140,PDX,SMF,479,4,10,141
4,5,923,920,WN,3138,N340LV,3,TPA,FLL,197,4,8,-7
9,3,1700,1705,WN,879,N713SW,-5,BNA,BWI,588,16,8,-5
5,6,900,900,WN,1486,N447WN,0,LAX,SMF,373,5,12,-1
6,7,921,920,WN,705,N633SW,1,ELP,PHX,347,5,14,0
4,5,1638,1620,WN,2803,N406WN,18,LAS,GEG,806,4,18,0
3,4,809,800,WN,1855,N797MX,9,PHX,SAN,304,2,9,1
8,2,1808,1810,WN,2971,N775SW,-2,SAN,OAK,446,4,9,3
4,5,709,710,WN,3604,N432WN,-1,TPA,JAX,180,5,18,5
3,4,1253,1235,WN,2974,N447WN,18,MDW,PVD,842,3,6,10
5,6,1652,1645,WN,727,N338SW,7,FLL,MDW,1166,4,32,17
7,1,952,935,WN,529,N354SW,17,PHX,BUR,369,6,6,19
5,6,1944,1930,WN,552,N617SW,14,BNA,TPA,612,5,16,20
6,7,1856,1830,WN,3596,N261WN,26,FLL,TPA,197,5,23,33
9,3,1410,1325,WN,23,N375SW,45,HOU,JAX,816,6,8,40
4,5,1702,1625,WN,1852,N217JC,37,DEN,SLC,391,3,9,41
4,5,1957,1905,WN,1324,N746SW,52,BNA,BWI,588,3,8,44
6,7,910,905,WN,2103,N491WN,5,PHX,CMH,1671,4,6,-16
8,2,645,645,WN,95,N684WN,0,DAL,MCI,461,4,7,-13
8,2,1442,1445,WN,1944,N672SW,-3,BHM,MDW,570,5,11,-12
8,2,1811,1815,WN,3600,N290WN,-4,SAN,SMF,480,3,9,-9
9,3,1339,1340,WN,323,N371SW,-1,BWI,ALB,288,2,12,-8
8,2,926,925,WN,2442,N714CB,1,PVD,BWI,328,2,6,-8
4,5,956,950,WN,280,N231WN,6,BUF,MDW,468,6,8,-6
4,5,720,715,WN,407,N790SW,5,RDU,MDW,632,6,11,-5
6,7,1147,1145,WN,951,N609SW,2,MDW,MCI,405,4,7,-5
8,2,1949,1945,WN,460,N501SW,4,DAL,OKC,181,3,10,-2
5,6,1200,1200,WN,2101,N444WN,0,MSY,DAL,437,5,9,1
4,5,2028,2025,WN,282,N515SW,3,PHX,OKC,833,3,17,1
3,4,2106,2105,WN,85,N688SW,1,RDU,BWI,255,4,6,2
6,7,2033,2020,WN,1230,N725SW,13,MCI,STL,237,3,7,3
7,1,623,625,WN,1069,N384SW,-2,OMA,PHX,1037,6,17,5
6,7,1736,1730,WN,977,N612SW,6,STL,MCI,237,4,9,6
6,7,1913,1855,WN,484,N499WN,18,LAS,SJC,386,5,7,12
6,7,1946,1935,WN,727,N326SW,11,MDW,MCI,405,5,12,13
3,4,1621,1600,WN,3409,N519SW,21,PHX,AUS,872,5,13,14
4,5,1502,1500,WN,1422,N794SW,2,MDW,LAS,1521,4,27,14
4,5,1921,1900,WN,3140,N736SA,21,SNA,PHX,338,6,10,17
8,2,1356,1350,WN,2101,N752SW,6,DAL,SAT,248,4,21,21
6,7,2103,2010,WN,3600,N311SW,53,SMF,SEA,605,5,10,52
6,7,2306,2150,WN,135,N763SW,76,LAS,LAX,236,7,11,87
8,2,1926,1930,WN,3829,N274WN,-4,MCI,BWI,967,3,6,-20
8,2,1206,1205,WN,720,N427WN,1,DEN,HOU,883,5,6,-12
8,2,1518,1520,WN,611,N298WN,-2,MCO,CLE,895,7,7,-12
5,6,946,950,WN,779,N283WN,-4,MCO,FLL,178,5,9,-11
8,2,1102,1055,WN,2964,N392SW,7,PIT,PHL,267,3,10,-6
5,6,735,740,WN,472,N306SW,-5,BHM,STL,410,3,11,-6
7,1,1305,1305,WN,1685,N394SW,0,TUL,MCI,223,4,6,-6
8,2,954,950,WN,1074,N226WN,4,MCO,PVD,1073,4,12,-4
8,2,1854,1855,WN,580,N679AA,-1,ABQ,MCI,718,4,13,-3
5,6,745,745,WN,2460,N626SW,0,ONT,SJC,333,4,7,-2
9,3,858,900,WN,906,N677AA,-2,AUS,LAS,1090,7,11,-2
4,5,806,810,WN,70,N351SW,-4,SEA,SLC,689,9,12,-2
7,1,749,750,WN,128,N246LV,-1,DAL,OKC,181,4,9,-1
9,3,946,940,WN,2101,N729SW,6,BWI,MSY,998,3,10,0
4,5,838,840,WN,891,N213WN,-2,LAS,RNO,345,6,10,0
8,2,632,635,WN,249,N737JW,-3,SAN,LAS,258,3,26,1
9,3,1916,1915,WN,2550,N783SW,1,BUR,LAS,223,4,8,3
6,7,1307,1240,WN,245,N462WN,27,LAX,MDW,1750,4,14,8
6,7,823,815,WN,491,N350SW,8,PDX,GEG,279,7,7,8
6,7,749,745,WN,3430,N902WN,4,FLL,JAX,318,13,14,15
7,1,626,625,WN,3572,N280WN,1,BWI,PHX,1999,6,7,17
7,1,1141,1115,WN,1010,N761RR,26,SAN,SMF,480,3,8,21
7,1,2044,2005,WN,724,N636WN,39,TUS,LAX,451,6,8,37
3,4,2002,1845,WN,1585,N766SW,77,SLC,DEN,391,10,13,70
6,7,852,850,WN,475,N283WN,2,SFO,LAX,337,8,11,-23
8,2,1505,1500,WN,46,N730SW,5,FLL,HOU,957,3,13,-12
4,5,630,630,WN,635,N466WN,0,ORF,MDW,704,5,18,-11
8,2,633,635,WN,2992,N771SA,-2,SJC,SAN,417,2,9,-8
7,1,658,700,WN,100,N395SW,-2,IND,MCO,828,8,8,-7
5,6,1309,1315,WN,219,N256WN,-6,FLL,BWI,925,3,26,-7
5,6,1758,1755,WN,166,N202WN,3,MDW,STL,251,3,11,-3
4,5,846,845,WN,111,N411WN,1,SEA,OAK,671,4,14,0
8,2,1827,1815,WN,3331,N789SW,12,BWI,DEN,1491,5,8,3
6,7,911,910,WN,1008,N727SW,1,MDW,ABQ,1121,3,11,5
4,5,1208,1155,WN,1079,N395SW,13,LAS,AMA,758,6,13,6
6,7,2012,1930,WN,2732,N692SW,42,OAK,BUR,325,3,7,37
3,4,2056,1940,WN,1939,N239WN,76,PDX,RNO,444,6,9,78
6,7,1733,1530,WN,1843,N451WN,123,LAX,LAS,236,15,5,123
5,6,900,900,WN,128,N462WN,0,OKC,BWI,1180,3,6,-21
7,1,841,845,WN,992,N729SW,-4,DEN,MCO,1545,5,7,-19
9,3,1140,1145,WN,434,N611SW,-5,FLL,PHL,992,8,25,-15
5,6,1014,1015,WN,348,N344SW,-1,SAT,MCO,1040,7,8,-12
5,6,1243,1230,WN,2474,N418WN,13,PHX,MDW,1444,4,8,-12
6,7,1338,1340,WN,3406,N404WN,-2,BWI,CMH,336,5,10,-6
8,2,1633,1630,WN,1006,N350SW,3,MCI,MDW,405,5,9,-1
5,6,925,925,WN,256,N625SW,0,PHX,ONT,325,4,11,1
7,1,1516,1515,WN,3053,N231WN,1,LAS,SMF,397,3,17,2
3,4,745,740,WN,1487,N513SW,5,SAT,DAL,248,3,10,5
3,4,957,945,WN,1343,N523SW,12,MSY,HOU,303,3,7,6
7,1,1431,1430,WN,392,N314SW,1,SAN,SJC,417,3,16,7
7,1,655,635,WN,208,N900WN,20,SEA,MDW,1733,5,13,12
3,4,1026,1010,WN,2549,N622SW,16,SLC,LAX,590,6,15,14
6,7,1528,1520,WN,714,N758SW,8,HOU,MSY,303,7,17,17
6,7,1714,1650,WN,2729,N783SW,24,ORF,MDW,704,5,8,19
3,4,1226,1210,WN,213,N302SW,16,LAS,MCI,1140,4,32,21
8,2,1808,1730,WN,2632,N455WN,38,LAS,BWI,2106,4,10,22
5,6,1516,1450,WN,2374,N305SW,26,PHX,ABQ,328,4,7,25
4,5,1857,1815,WN,3331,N450WN,42,BWI,DEN,1491,8,9,26
4,5,2153,2120,WN,1493,N623SW,33,LAS,ONT,197,6,10,41
6,7,1444,1400,WN,700,N374SW,44,DAL,AUS,189,3,9,42
8,2,1915,1825,WN,29,N605SW,50,TPA,IAD,810,6,9,48
5,6,2029,1900,WN,962,N350SW,89,LAS,OAK,407,18,10,101
5,6,1844,1845,WN,1589,N631SW,-1,PHL,FLL,992,5,11,-28
4,5,1402,1355,WN,298,N728SW,7,BDL,BNA,852,4,7,-21
7,1,1726,1730,WN,925,N315SW,-4,OAK,LAX,337,5,9,-13
4,5,837,840,WN,110,N507SW,-3,DAL,SAT,248,2,6,-13
8,2,1128,1130,WN,144,N219WN,-2,RDU,PHL,336,3,8,-10
8,2,2054,2055,WN,181,N238WN,-1,SMF,SAN,480,3,9,-9
4,5,656,700,WN,305,N257WN,-4,SJC,SNA,342,5,13,-8
5,6,1655,1650,WN,2361,N311SW,5,DAL,ELP,562,3,7,-6
7,1,1726,1730,WN,2115,N749SW,-4,SNA,SMF,404,3,7,-5
9,3,1215,1215,WN,1660,N399WN,0,BUR,LAS,223,6,11,-1
7,1,1826,1830,WN,1257,N505SW,-4,OKC,HOU,419,3,8,0
5,6,848,850,WN,265,N458WN,-2,SMF,SNA,404,6,10,1
5,6,1055,1050,WN,2560,N335SW,5,PHL,PIT,267,7,18,5
8,2,2101,2100,WN,3862,N602SW,1,LAS,SMF,397,5,9,6
6,7,1311,1235,WN,940,N418WN,36,PHX,OKC,833,2,6,11
7,1,1119,1105,WN,451,N352SW,14,PDX,PHX,1009,5,7,12
4,5,1544,1540,WN,169,N550WN,4,PHX,LAX,370,20,8,30
4,5,1720,1610,WN,775,N487WN,70,ONT,SMF,389,5,6,66
4,5,1652,1540,WN,3765,N320SW,72,OAK,ONT,361,4,13,77
8,2,822,825,WN,2379,N642WN,-3,PHL,PBI,951,4,16,-26
7,1,2001,2005,WN,563,N264LV,-4,LAS,SEA,866,4,8,-19
5,6,712,715,WN,2640,N467WN,-3,PVD,BWI,328,4,6,-17
8,2,1209,1205,WN,3141,N467WN,4,SLC,PDX,630,3,10,-12
6,7,922,920,WN,2463,N744SW,2,MHT,PHL,290,3,8,-10
3,4,1225,1205,WN,462,N363SW,20,PHL,FLL,992,2,9,-10
4,5,626,625,WN,2646,N291WN,1,STL,PHX,1262,4,8,-9
4,5,1618,1615,WN,509,N285WN,3,BWI,IND,515,8,11,-8
5,6,1244,1245,WN,707,N275WN,-1,MDW,ISP,765,3,11,-8
7,1,800,800,WN,612,N718SW,0,OAK,SAN,446,5,8,-8
8,2,937,940,WN,20,N332SW,-3,CRP,HOU,187,4,7,-6
6,7,917,915,WN,1069,N690SW,2,SAN,SMF,480,4,8,-3
4,5,952,940,WN,1237,N746SW,12,DEN,PHX,602,6,10,-1
4,5,1457,1445,WN,2437,N499WN,12,MHT,BWI,377,3,9,0
4,5,1915,1905,WN,415,N304SW,10,LAS,SLC,368,3,10,4
8,2,757,805,WN,711,N778SW,-8,LAS,SAN,258,3,29,7
8,2,1745,1730,WN,925,N686SW,15,OAK,LAX,337,6,15,10
6,7,1735,1715,WN,1230,N725SW,20,HOU,OKC,419,3,10,11
3,4,1935,1900,WN,481,N413WN,35,PHX,ELP,347,3,7,24
8,2,612,615,WN,3569,N463WN,-3,BNA,RDU,443,5,9,26
4,5,1428,1340,WN,3829,N730SW,48,OAK,MCI,1489,3,12,30
3,4,1813,1745,WN,1255,N361SW,28,OAK,SAN,446,3,23,35
4,5,2214,2120,WN,489,N225WN,54,PHX,RNO,601,7,5,39
5,6,1118,1030,WN,1031,N318SW,48,OAK,LAX,337,7,24,62
5,6,2157,2045,WN,159,N349SW,72,SLC,LAS,368,3,11,78
3,4,1911,1650,WN,210,N287WN,141,SFO,MDW,1855,8,17,123
4,5,639,640,WN,2980,N202WN,-1,MHT,MCO,1142,6,12,-29
5,6,854,850,WN,754,N201LV,4,PHX,SEA,1107,5,10,-15
6,7,730,730,WN,1035,N385SW,0,MDW,JAN,666,2,7,-13
5,6,655,655,WN,281,N782SA,0,MDW,HOU,937,5,9,-13
7,1,1240,1245,WN,3759,N455WN,-5,LAS,BWI,2106,4,25,-9
7,1,1405,1405,WN,3766,N748SW,0,OAK,SNA,371,5,7,-8
6,7,1218,1205,WN,1244,N613SW,13,BWI,JAX,663,5,11,-8
6,7,1030,1035,WN,3429,N429WN,-5,MCO,MHT,1142,5,10,-7
8,2,1230,1230,WN,647,N651SW,0,PHX,ABQ,328,5,10,-5
5,6,1202,1200,WN,1011,N731SA,2,STL,LAS,1372,3,9,-2
7,1,2040,2040,WN,3514,N257WN,0,FLL,JAX,318,5,12,-1
8,2,1213,1215,WN,337,N901WN,-2,SEA,GEG,224,5,17,-1
6,7,1618,1620,WN,2174,N769SW,-2,SAT,HOU,192,4,11,4
5,6,1503,1500,WN,1479,N448WN,3,LAS,SNA,226,8,12,5
8,2,2206,2150,WN,3492,N291WN,16,PHX,OAK,646,5,5,5
6,7,942,935,WN,468,N617SW,7,RDU,MDW,632,5,9,6
9,3,1224,1205,WN,720,N272WN,19,DEN,HOU,883,3,11,8
4,5,1021,1010,WN,3604,N432WN,11,ORF,BWI,159,4,8,8
5,6,1757,1750,WN,806,N455WN,7,PHX,BUR,369,2,5,8
7,1,901,845,WN,3503,N686SW,16,SAN,OAK,446,4,12,16
7,1,939,920,WN,1155,N267WN,19,LAX,PHX,370,6,10,22
4,5,922,850,WN,475,N284WN,32,SFO,LAX,337,25,16,28
3,4,2158,2115,WN,2458,N409WN,43,ONT,PHX,325,4,5,32
5,6,1322,1250,WN,639,N459WN,32,OAK,SAN,446,5,8,38
3,4,2221,2100,WN,1192,N274WN,81,OAK,LAX,337,9,13,80
7,1,622,625,WN,1320,N282WN,-3,LAS,ABQ,487,3,11,-12
5,6,741,740,WN,3244,N728SW,1,LAS,HOU,1235,3,7,-9
6,7,1039,1040,WN,33,N520SW,-1,MDW,MCI,405,4,10,-4
6,7,641,640,WN,180,N474WN,1,SJC,LAX,308,5,9,-3
4,5,1816,1805,WN,722,N466WN,11,SJC,SAN,417,2,7,-3
9,3,933,935,WN,1317,N641SW,-2,BHM,MCO,478,8,6,-2
8,2,626,625,WN,3591,N383SW,1,OKC,DAL,181,4,8,1
7,1,1213,1215,WN,3575,N710SW,-2,LAS,SFO,414,4,28,4
4,5,1431,1430,WN,975,N606SW,1,MCO,PVD,1073,6,9,7
6,7,728,715,WN,2360,N693SW,13,HOU,DEN,883,5,8,9
8,2,1145,1140,WN,970,N297WN,5,SNA,SMF,404,3,11,9
5,6,1933,1905,WN,916,N309SW,28,TPA,HOU,781,4,14,11
3,4,1332,1325,WN,2019,N392SW,7,SDF,BWI,495,3,12,11
4,5,2115,2105,WN,907,N650SW,10,MCO,RSW,133,4,15,16
4,5,2031,2005,WN,2194,N228WN,26,BNA,LAS,1588,4,7,18
5,6,1628,1555,WN,1864,N607SW,33,TPA,MDW,997,4,8,19
6,7,1838,1830,WN,1026,N714CB,8,LAX,OAK,337,4,16,23
9,3,2100,2015,WN,688,N503SW,45,DAL,MSY,437,3,12,43
6,7,1858,1800,WN,829,N220WN,58,LAX,OAK,337,5,7,58
6,7,1820,1545,WN,2360,N693SW,155,RNO,PDX,444,7,6,156
6,7,909,905,WN,79,N749SW,4,OAK,MDW,1844,5,14,-9
8,2,1623,1625,WN,623,N796SW,-2,ISP,BWI,220,3,6,-9
8,2,1134,1130,WN,438,N619SW,4,ABQ,DAL,580,2,8,-6
7,1,1927,1925,WN,47,N700GS,2,HOU,HRL,276,2,8,-3
9,3,723,715,WN,1022,N356SW,8,GEG,OAK,723,6,27,6
4,5,1421,1425,WN,2353,N674AA,-4,SAT,DAL,248,4,13,6
5,6,1224,1210,WN,2363,N424WN,14,ORF,LAS,2155,4,9,7
3,4,727,715,WN,573,N463WN,12,MCO,BHM,478,2,14,7
4,5,1344,1315,WN,1010,N741SA,29,SMF,SEA,605,5,6,9
6,7,1749,1745,WN,25,N608SW,4,MCO,MHT,1142,4,9,9
5,6,1302,1240,WN,1241,N472WN,22,ABQ,DAL,580,3,7,15
4,5,1944,1925,WN,174,N610WN,19,TPA,MDW,997,4,10,16
4,5,1009,1010,WN,3572,N477WN,-1,PHX,LAS,256,4,49,30
5,6,1141,1120,WN,1220,N283WN,21,FLL,MDW,1166,4,32,32
6,7,1400,1320,WN,580,N606SW,40,SJC,SAN,417,3,6,33
4,5,2138,2050,WN,3155,N315SW,48,PDX,GEG,279,4,9,45
6,7,2150,2100,WN,1192,N461WN,50,OAK,LAX,337,14,18,68
5,6,1505,1405,WN,972,N625SW,60,SEA,ABQ,1180,6,19,68
5,6,1818,1530,WN,274,N711HK,168,LAX,SMF,373,5,8,170
8,2,1945,1945,WN,1484,N425LV,0,PHX,PDX,1009,3,6,-23
6,7,1309,1315,WN,2368,N427WN,-6,MCO,RSW,133,2,6,-20
4,5,1612,1605,WN,2183,N501SW,7,BNA,HOU,670,3,7,-19
8,2,934,935,WN,784,N493WN,-1,PHL,LAS,2176,6,24,-16
5,6,613,610,WN,792,N763SW,3,OAK,MDW,1844,3,15,-15
8,2,1111,1110,WN,112,N501SW,1,BHM,DAL,587,1,8,-10
4,5,1824,1830,WN,56,N502SW,-6,HRL,HOU,276,4,9,-8
7,1,1322,1320,WN,297,N238WN,2,AUS,MCO,993,6,8,-5
4,5,2039,2025,WN,1579,N486WN,14,MCI,PHX,1044,5,10,-4
8,2,913,915,WN,1002,N707SA,-2,ABQ,SLC,493,5,9,-2
8,2,1106,1110,WN,635,N416WN,-4,SAN,SJC,417,8,12,-2
4,5,638,635,WN,1844,N669SW,3,MCI,LAX,1363,5,8,-1
9,3,613,615,WN,1481,N457WN,-2,BHM,MSY,321,5,8,5
4,5,1841,1830,WN,1936,N791SW,11,SAT,HRL,233,2,7,6
7,1,636,630,WN,513,N503SW,6,STL,DAL,546,3,11,6
8,2,1125,1110,WN,515,N779SW,15,DEN,MCI,533,6,9,8
6,7,1136,1120,WN,1001,N324SW,16,ELP,AUS,528,5,9,13
5,6,900,840,WN,997,N633SW,20,BUR,LAS,223,5,12,18
4,5,2151,2110,WN,205,N493WN,41,MDW,IAD,577,5,10,29
6,7,1536,1450,WN,2965,N305SW,46,SJC,SEA,697,5,11,38
7,1,1825,1655,WN,1760,N638SW,90,OKC,DAL,181,2,8,88
8,2,844,845,WN,3679,N441WN,-1,BWI,SAN,2295,3,8,-23
8,2,1856,1905,WN,3223,N351SW,-9,FLL,PHL,992,8,14,-18
7,1,2059,2105,WN,2540,N417WN,-6,BUR,LAS,223,4,14,-13
4,5,949,950,WN,1586,N346SW,-1,ABQ,LAS,487,3,6,-12
9,3,1930,1935,WN,623,N279WN,-5,BHM,MSY,321,3,6,-5
9,3,2012,2010,WN,3486,N304SW,2,BWI,FLL,925,3,20,-3
4,5,1244,1250,WN,501,N523SW,-6,AUS,HRL,273,2,17,-2
7,1,1436,1430,WN,3844,N211WN,6,MDW,LAS,1521,6,8,0
8,2,747,750,WN,501,N509SW,-3,OMA,STL,342,3,7,1
7,1,727,720,WN,3679,N247WN,7,ORF,BWI,159,3,7,3
8,2,1626,1600,WN,287,N773SA,26,PHX,PHL,2075,4,8,10
9,3,1115,1050,WN,3234,N242WN,25,ABQ,HOU,759,2,10,12
5,6,1244,1230,WN,1135,N334SW,14,TUL,DAL,237,4,8,13
6,7,2140,2120,WN,429,N510SW,20,STL,OMA,342,3,10,17
8,2,851,840,WN,2613,N766SW,11,BUR,OAK,325,4,10,19
3,4,1928,1855,WN,298,N450WN,33,LAS,RNO,345,4,8,19
4,5,1828,1800,WN,1682,N270WN,28,GEG,LAS,806,3,7,26
5,6,1815,1800,WN,966,N690SW,15,ONT,SMF,389,30,7,39
3,4,2059,2005,WN,1189,N231WN,54,MDW,MCO,989,4,9,44
8,2,1029,1035,WN,3429,N291WN,-6,MCO,MHT,1142,4,5,-23
